user	item	topic	rating				topic	rating		user	topic	rating
23	25	4	1.155275001				0	3.809852014		23	4	1.155275001
42	19	3	1				0	1.400301815		42	3	1
17	12	4	4.358872562				0	3.375708369		17	4	4.358872562
21	20	3	5				0	1		21	3	5
45	28	0	2.136299507				0	3.549576776		45	0	2.136299507
13	12	4	1.945322841				0	3.786752431		13	4	1.945322841
31	26	1	1.854449732				0	4.546587267		31	1	1.854449732
40	27	2	3.947668852				0	5		40	2	3.947668852
43	26	1	5				0	4.391475411		43	1	5
9	25	4	2.537824742				0	5		9	4	2.537824742
14	21	0	1				0	5		14	0	1
35	10	0	3.041817547				0	4.903747105		35	0	3.041817547
28	20	3	5				0	4.344399871		28	3	5
42	14	0	3.669699596				0	3.14351239		42	0	3.669699596
2	40	0	4.4688724				0	5		2	0	4.4688724
11	7	0	4.157238101				0	4.880495123		11	0	4.157238101
1	9	0	4.311670813				0	4.940985994		1	0	4.311670813
15	38	4	3.344181967				0	5		15	4	3.344181967
23	15	2	4.040735187				0	3.60727346		23	2	4.040735187
10	34	3	3.750047043				0	1		10	3	3.750047043
7	32	2	4.136108928				0	1		7	2	4.136108928
3	46	3	5				0	5		3	3	5
12	38	4	1				0	3.286442559		12	4	1
42	16	0	3.337838681				0	2.327052667		42	0	3.337838681
26	23	0	5				0	5		26	0	5
47	38	4	1.829899655				0	4.721760015		47	4	1.829899655
45	16	0	4.270129264				0	5		45	0	4.270129264
9	43	3	4.556408268				0	4.423732843		9	3	4.556408268
38	32	2	2.434656043				0	5		38	2	2.434656043
26	45	4	2.290961075				0	3.471785419		26	4	2.290961075
44	29	3	1				0	5		44	3	1
48	28	0	1				0	5		48	0	1
46	34	3	4.338494107				0	1.43576951		46	3	4.338494107
1	3	3	5				0	5		1	3	5
22	30	0	1.919060892				0	4.001592349		22	0	1.919060892
20	10	0	5				0	5		20	0	5
29	43	3	5				0	4.108322355		29	3	5
17	15	2	4.589767628				0	4.577570467		17	2	4.589767628
42	17	4	1.277793328				0	5		42	4	1.277793328
17	38	4	5				0	3.091081727		17	4	5
29	35	3	4.470905235				0	3.352482062		29	3	4.470905235
47	1	3	3.800872185				0	3.661875963		47	3	3.800872185
33	11	4	5				0	2.773694838		33	4	5
21	8	3	5				0	3.602962182		21	3	5
37	0	1	3.923492755				0	1.089122256		37	1	3.923492755
39	41	0	5				0	1		39	0	5
34	34	3	3.022139556				0	5		34	3	3.022139556
28	2	0	1				0	4.477229307		28	0	1
35	41	0	3.674997464				0	5		35	0	3.674997464
15	28	0	5				0	5		15	0	5
39	25	4	5				0	3.425953135		39	4	5
28	42	0	1				0	5		28	0	1
48	17	4	2.252662857				0	5		48	4	2.252662857
47	30	0	2.802519856				0	2.522034271		47	0	2.802519856
40	13	2	2.528131195				0	3.811974934		40	2	2.528131195
31	2	0	3.494511756				0	3.777771342		31	0	3.494511756
20	17	4	4.95372912				0	3.502759003		20	4	4.95372912
6	27	2	2.883204564				0	3.698892946		6	2	2.883204564
27	23	0	1.785987419				0	1.864954518		27	0	1.785987419
7	1	3	4.42745526				0	3.348502543		7	3	4.42745526
45	29	3	2.142674234				0	3.634274851		45	3	2.142674234
11	39	2	5				0	4.436812715		11	2	5
21	26	1	2.007540491				0	3.820349232		21	1	2.007540491
47	3	3	3.248199364				0	2.194942407		47	3	3.248199364
22	22	3	3.274642906				0	5		22	3	3.274642906
0	24	3	5				0	1		0	3	5
28	35	3	5				0	2.850301844		28	3	5
33	4	1	2.949435228				0	1.937905509		33	1	2.949435228
31	14	0	2.731177102				0	5		31	0	2.731177102
6	19	3	1.36822302				0	2.503932765		6	3	1.36822302
47	36	0	1.996799002				0	2.067285192		47	0	1.996799002
44	34	3	1.523873577				0	4.005573507		44	3	1.523873577
4	41	0	1.655959694				0	1.492387457		4	0	1.655959694
32	20	3	5				0	3.420209576		32	3	5
49	5	4	4.7341924				0	4.241692568		49	4	4.7341924
41	5	4	3.029224944				0	2.134749898		41	4	3.029224944
40	15	2	3.631455876				0	2.343147348		40	2	3.631455876
25	35	3	1.418963353				0	1		25	3	1.418963353
37	39	2	5				0	4.598346663		37	2	5
14	5	4	5				0	4.604497307		14	4	5
49	1	3	2.178690253				0	3.660341891		49	3	2.178690253
42	47	0	3.36425036				0	4.505765936		42	0	3.36425036
21	8	3	5				0	4.218597351		21	3	5
20	31	0	5				0	5		20	0	5
31	33	4	4.253862017				0	2.343818531		31	4	4.253862017
33	15	2	2.666144299				0	2.32761453		33	2	2.666144299
2	4	1	2.177608353				0	4.091062373		2	1	2.177608353
16	1	3	1				0	1.027448204		16	3	1
11	35	3	3.553470192				0	5		11	3	3.553470192
45	23	0	3.886897159				0	1.630319371		45	0	3.886897159
26	36	0	5				0	1.408052849		26	0	5
3	17	4	2.979902286				0	1.302440707		3	4	2.979902286
9	11	4	2.600141309				0	1.795562107		9	4	2.600141309
32	31	0	4.011555273				0	5		32	0	4.011555273
0	13	2	4.053618367				0	4.953652247		0	2	4.053618367
19	40	0	3.761297742				0	1.645995128		19	0	3.761297742
49	3	3	2.152547823				0	4.630244043		49	3	2.152547823
39	45	4	5				0	2.749707122		39	4	5
49	45	4	4.840755965				0	2.994176803		49	4	4.840755965
44	28	0	4.00136425				0	5		44	0	4.00136425
25	34	3	1.107702198				0	5		25	3	1.107702198
48	26	1	3.877322049				0	3.347947488		48	1	3.877322049
46	19	3	4.026461893				0	5		46	3	4.026461893
10	0	1	5				0	5		10	1	5
24	22	3	2.995681402				0	4.967227458		24	3	2.995681402
5	10	0	2.757835079				0	5		5	0	2.757835079
12	31	0	5				0	4.68269968		12	0	5
23	25	4	1.480352618				0	5		23	4	1.480352618
10	42	0	2.766085708				0	5		10	0	2.766085708
48	31	0	2.66608383				0	2.247364035		48	0	2.66608383
43	43	3	3.485983222				0	2.253671395		43	3	3.485983222
38	47	0	4.061571238				0	5		38	0	4.061571238
37	41	0	4.179693909				0	5		37	0	4.179693909
15	47	0	5				0	1.98635234		15	0	5
13	19	3	2.137063301				0	4.335432703		13	3	2.137063301
1	8	3	5				0	2.119182702		1	3	5
33	0	1	3.024022432				0	5		33	1	3.024022432
35	46	3	2.27348356				0	4.77269901		35	3	2.27348356
15	8	3	1.746298713				0	5		15	3	1.746298713
20	40	0	5				0	4.869364511		20	0	5
1	26	1	3.772824886				0	4.137726183		1	1	3.772824886
19	2	0	3.711871545				0	4.920642198		19	0	3.711871545
11	36	0	4.782102068				0	5		11	0	4.782102068
5	46	3	1				0	2.863328454		5	3	1
4	34	3	3.150495579				0	3.031847961		4	3	3.150495579
12	39	2	1				0	5		12	2	1
36	17	4	4.597733489				0	2.6810093		36	4	4.597733489
7	23	0	4.945888083				0	5		7	0	4.945888083
37	16	0	3.535456772				0	2.423417956		37	0	3.535456772
14	35	3	4.837722311				0	2.943115484		14	3	4.837722311
3	49	3	5				0	2.864730673		3	3	5
48	6	3	5				0	4.020381528		48	3	5
20	7	0	5				0	3.39902147		20	0	5
22	15	2	4.220825892				0	3.134046977		22	2	4.220825892
27	19	3	1.614516232				0	5		27	3	1.614516232
25	9	0	1				0	2.887920931		25	0	1
17	34	3	1.824448475				0	4.419666863		17	3	1.824448475
39	26	1	2.219383838				0	1.742268588		39	1	2.219383838
8	6	3	2.639823081				0	5		8	3	2.639823081
24	10	0	5				0	2.449689747		24	0	5
34	33	4	2.94050014				0	1		34	4	2.94050014
27	40	0	2.349692608				0	1.501703664		27	0	2.349692608
28	20	3	5				0	3.113096473		28	3	5
2	12	4	4.363143843				0	5		2	4	4.363143843
31	37	2	4.654058691				0	5		31	2	4.654058691
16	17	4	1.42951633				0	2.452998237		16	4	1.42951633
41	46	3	3.228494789				0	5		41	3	3.228494789
39	43	3	2.33308755				0	4.200811558		39	3	2.33308755
25	0	1	1				0	5		25	1	1
15	21	0	5				0	5		15	0	5
12	4	1	5				0	3.935207088		12	1	5
44	2	0	4.636703867				0	3.507759442		44	0	4.636703867
3	34	3	4.783371624				0	4.817974397		3	3	4.783371624
22	13	2	4.708623602				0	2.177455069		22	2	4.708623602
39	41	0	3.78914397				0	3.130426713		39	0	3.78914397
46	26	1	1.804371837				0	3.800191583		46	1	1.804371837
11	27	2	5				0	1.772383103		11	2	5
19	29	3	2.448755054				0	3.637312234		19	3	2.448755054
28	43	3	5				1	5		28	3	5
27	12	4	5				1	4.712030675		27	4	5
20	36	0	5				1	1.452657311		20	0	5
41	1	3	2.587606786				1	4.889416277		41	3	2.587606786
48	0	1	3.061037979				1	3.907899513		48	1	3.061037979
39	43	3	2.07626888				1	3.899518709		39	3	2.07626888
30	11	4	3.93519115				1	3.704496384		30	4	3.93519115
25	45	4	3.608771495				1	3.357528117		25	4	3.608771495
34	19	3	4.586966495				1	3.278034864		34	3	4.586966495
33	12	4	5				1	1		33	4	5
19	46	3	3.39136346				1	3.044881885		19	3	3.39136346
8	13	2	4.836482496				1	5		8	2	4.836482496
14	19	3	3.47963385				1	1.854449732		14	3	3.47963385
37	16	0	2.330307606				1	5		37	0	2.330307606
6	27	2	2.684207058				1	3.923492755		6	2	2.684207058
48	23	0	1				1	2.007540491		48	0	1
17	5	4	3.930293395				1	2.949435228		17	4	3.930293395
43	47	0	3.418351661				1	2.177608353		43	0	3.418351661
35	35	3	3.106301069				1	3.877322049		35	3	3.106301069
16	39	2	2.725573486				1	5		16	2	2.725573486
3	9	0	2.292933958				1	3.024022432		3	0	2.292933958
33	37	2	3.807911235				1	3.772824886		33	2	3.807911235
14	42	0	1.954497925				1	2.219383838		14	0	1.954497925
36	5	4	4.943737893				1	1		36	4	4.943737893
45	9	0	3.377851357				1	5		45	0	3.377851357
32	22	3	5				1	1.804371837		32	3	5
42	28	0	4.304260049				1	3.061037979		42	0	4.304260049
13	41	0	5				1	3.609274735		13	0	5
38	23	0	5				1	1		38	0	5
37	20	3	5				1	2.860990756		37	3	5
33	29	3	2.201093055				1	3.41934151		33	3	2.201093055
12	19	3	5				1	1.385900982		12	3	5
19	34	3	3.513669922				1	1.086165356		19	3	3.513669922
28	22	3	5				1	2.337794619		28	3	5
35	43	3	3.425435346				1	3.556507786		35	3	3.425435346
4	43	3	3.933713261				1	2.201548047		4	3	3.933713261
11	27	2	5				1	1.819588581		11	2	5
42	35	3	1.546494319				1	1		42	3	1.546494319
3	8	3	5				1	3.89178965		3	3	5
27	10	0	1.439746988				1	1.273652212		27	0	1.439746988
42	43	3	1.448774889				1	1		42	3	1.448774889
14	7	0	1.5213706				1	4.806234822		14	0	1.5213706
5	36	0	3.231623678				1	2.603645724		5	0	3.231623678
46	21	0	4.34868477				1	3.400870698		46	0	4.34868477
48	28	0	2.424862047				1	2.832034169		48	0	2.424862047
6	47	0	3.275422263				1	2.058680125		6	0	3.275422263
4	17	4	2.348474627				1	2.238434433		4	4	2.348474627
16	29	3	1.112330458				1	3.562869497		16	3	1.112330458
10	40	0	1.553947826				1	4.404990088		10	0	1.553947826
31	44	2	4.930035883				1	3.390513794		31	2	4.930035883
1	40	0	2.779472567				1	1.749712433		1	0	2.779472567
6	27	2	2.895411875				1	3.338936897		6	2	2.895411875
9	48	0	5				1	1.362245357		9	0	5
26	2	0	5				1	2.303590386		26	0	5
49	2	0	1.64623638				1	2.171305415		49	0	1.64623638
10	43	3	4.799430053				1	5		10	3	4.799430053
34	11	4	2.98141064				1	2.599793099		34	4	2.98141064
3	40	0	3.945722547				2	4.296656921		3	0	3.945722547
19	47	0	4.370083221				2	4.133289687		19	0	4.370083221
47	23	0	3.993647836				2	4.701269513		47	0	3.993647836
4	10	0	2.234164141				2	1.433309333		4	0	2.234164141
8	18	3	1				2	2.757817447		8	3	1
17	14	0	5				2	1.513074443		17	0	5
19	1	3	2.579128801				2	2.681019127		19	3	2.579128801
6	38	4	4.952132378				2	1.49521843		6	4	4.952132378
49	40	0	1.188483452				2	4.576588955		49	0	1.188483452
28	47	0	1.327571024				2	5		28	0	1.327571024
7	36	0	5				2	3.723736978		7	0	5
25	25	4	1.660548164				2	1		25	4	1.660548164
47	32	2	2.421236668				2	3.656771225		47	2	2.421236668
6	14	0	1.489753215				2	4.615522142		6	0	1.489753215
38	47	0	4.18668457				2	1.743469635		38	0	4.18668457
18	3	3	5				2	3.226978799		18	3	5
49	21	0	1.470677904				2	5		49	0	1.470677904
23	28	0	5				2	1		23	0	5
4	33	4	4.591576871				2	5		4	4	4.591576871
5	41	0	3.838992829				2	5		5	0	3.838992829
32	28	0	5				2	5		32	0	5
36	20	3	1.412607318				2	4.25390027		36	3	1.412607318
42	17	4	1				2	1		42	4	1
21	45	4	3.048986313				2	3.030874719		21	4	3.048986313
39	7	0	4.713273504				2	2.226304739		39	0	4.713273504
48	26	1	3.609274735				2	3.871263642		48	1	3.609274735
4	36	0	2.609286925				2	1.0943992		4	0	2.609286925
30	39	2	2.831142682				2	4.372885078		30	2	2.831142682
16	10	0	4.495446803				2	3.805479452		16	0	4.495446803
41	46	3	2.879303376				2	5		41	3	2.879303376
38	38	4	1.19231649				2	2.235481697		38	4	1.19231649
14	44	2	5				2	5		14	2	5
2	48	0	3.7494969				2	3.947668852		2	0	3.7494969
39	42	0	3.999247869				2	4.040735187		39	0	3.999247869
29	48	0	3.223025336				2	4.136108928		29	0	3.223025336
17	46	3	2.413404778				2	2.434656043		17	3	2.413404778
44	12	4	2.237840521				2	4.589767628		44	4	2.237840521
18	46	3	5				2	2.528131195		18	3	5
30	9	0	2.072453326				2	2.883204564		30	0	2.072453326
4	37	2	3.734464561				2	5		4	2	3.734464561
35	35	3	1.751478381				2	3.631455876		35	3	1.751478381
32	33	4	1.663638776				2	5		32	4	1.663638776
25	26	1	1				2	2.666144299		25	1	1
23	42	0	4.426420826				2	4.053618367		23	0	4.426420826
40	7	0	2.55660479				2	1		40	0	2.55660479
25	30	0	2.607502531				2	4.220825892		25	0	2.607502531
35	40	0	2.462472683				2	4.654058691		35	0	2.462472683
32	32	2	2.105811808				2	4.708623602		32	2	2.105811808
6	34	3	1				2	5		6	3	1
12	43	3	5				2	4.836482496		12	3	5
10	39	2	3.98833577				2	2.684207058		10	2	3.98833577
2	20	3	3.459563616				2	2.725573486		2	3	3.459563616
22	34	3	3.333939581				2	3.807911235		22	3	3.333939581
22	48	0	1.137045858				2	5		22	0	1.137045858
20	26	1	2.860990756				2	4.930035883		20	1	2.860990756
21	1	3	4.238320415				2	2.895411875		21	3	4.238320415
1	26	1	3.41934151				2	2.421236668		1	1	3.41934151
41	17	4	1.481800256				2	2.831142682		41	4	1.481800256
45	44	2	5				2	5		45	2	5
25	26	1	1.385900982				2	3.734464561		25	1	1.385900982
42	42	0	3.845065346				2	2.105811808		42	0	3.845065346
17	38	4	3.551089258				2	3.98833577		17	4	3.551089258
27	28	0	2.112012024				2	5		27	0	2.112012024
27	12	4	5				2	4.445784919		27	4	5
44	36	0	5				2	3.158497857		44	0	5
10	47	0	2.037040977				2	5		10	0	2.037040977
47	7	0	3.139389184				2	2.739046952		47	0	3.139389184
6	10	0	2.626556025				2	5		6	0	2.626556025
28	15	2	4.445784919				2	4.773166846		28	2	4.445784919
25	13	2	3.158497857				2	2.272783651		25	2	3.158497857
11	14	0	4.10841546				2	5		11	0	4.10841546
5	37	2	5				2	5		5	2	5
9	23	0	5				2	3.029826952		9	0	5
1	42	0	4.15751868				2	2.958187332		1	0	4.15751868
40	25	4	4.187968397				2	4.335573872		40	4	4.187968397
5	17	4	2.571335173				2	3.774340427		5	4	2.571335173
10	2	0	1.407505992				2	2.105645702		10	0	1.407505992
45	12	4	5				2	3.313107724		45	4	5
49	28	0	1.716675682				2	4.486058337		49	0	1.716675682
9	41	0	5				2	4.435355334		9	0	5
23	18	3	1				2	3.732878867		23	3	1
29	20	3	5				2	4.552023418		29	3	5
42	15	2	2.739046952				2	2.82813745		42	2	2.739046952
31	15	2	5				2	3.556519653		31	2	5
48	21	0	1				2	5		48	0	1
41	21	0	3.424383456				2	2.556666946		41	0	3.424383456
13	24	3	2.057745572				2	1.528602046		13	3	2.057745572
18	19	3	5				2	5		18	3	5
17	44	2	4.773166846				2	1		17	2	4.773166846
22	18	3	3.674580155				2	1.541053168		22	3	3.674580155
34	26	1	1.086165356				2	2.774963581		34	1	1.086165356
5	10	0	3.324695797				2	4.130207673		5	0	3.324695797
12	25	4	1				2	5		12	4	1
18	42	0	5				2	2.986621791		18	0	5
4	32	2	2.272783651				2	3.89479735		4	2	2.272783651
30	18	3	2.95181599				2	1.163387105		30	3	2.95181599
22	26	1	2.337794619				2	3.562135528		22	1	2.337794619
36	22	3	3.070820254				2	5		36	3	3.070820254
